,Advert_No,Price,Room_Count,Meter_Square,Build_Age,Town,Neighbourhood
409,134113-26,                2600000                 ,2,80,10,Meram,Gödene
410,60294-753,                1750000                 ,4,145,2,Selçuklu,SelahaddinEyyubi
411,63450-240,                5000000                 ,7,315,12,Selçuklu,MusallaBağları
412,95538-1920,                1950000                 ,4,160,17,Meram,Aşkan
413,67219-798,                1250000                 ,4,160,20,Selçuklu,Bedir
414,70173-820,                1350000                 ,4,155,0,Ereğli,Cahı
415,103244-269,                2450000                 ,4,140,0,Selçuklu,SelahaddinEyyubi
416,119735-205,                1750000                 ,4,165,1,Ereğli,Atakent
417,88418-77,                2200000                 ,4,165,3,Karatay,Ulubatlıhasan
418,57068-88,                3600000                 ,4,162,4,Meram,Alavardı
419,0-40376258,                1650000                 ,4,150,0,Ereğli,Üçgöz
420,132511-26,                2100000                 ,5,175,5,Beyşehir,Yeni
421,131179-8,                1450000                 ,4,150,1,Beyşehir,Yeni
422,133344-80,                3200000                 ,4,165,0,Selçuklu,Hocacihan
423,125683-816,                1300000                 ,3,110,8,Selçuklu,Beyhekim
424,125838-173,                5750000                 ,2,350,20,Meram,Aşkan
425,106256-251,                2000000                 ,4,165,3,Karatay,Fetih
426,95118-334,                1500000                 ,4,150,25,Selçuklu,Fatih
427,121431-695,                1650000                 ,3,100,0,Meram,Alavardı
428,73671-1098,                1200000                 ,3,90,0,Meram,Harmancık
429,2168-2158,                1050000                 ,2,75,15,Selçuklu,Kosova
430,136487-8,                1350000                 ,4,155,0,Karatay,Karaaslandede
431,127826-280,                1050000                 ,4,115,13,Selçuklu,BosnaHersek
432,132760-99,                650000                 ,2,50,3,Ereğli,Cinler
433,65028-3723,                85000                 ,3,68,30,Doğanhisar,Çınaroba
434,130946-79,                1575000                 ,4,135,7,Selçuklu,Hanaybaşı
435,122432-333,                1850000                 ,4,150,0,Karatay,Çelebi
436,94059-148,                3180000                 ,5,220,8,Selçuklu,Sancak
437,66538-1495,                1420000                 ,4,150,17,Selçuklu,Aydınlıkevler
438,89011-41,                1800000                 ,4,172,0,Selçuklu,SelahaddinEyyubi
439,89673-1571,                3000000                 ,4,180,0,Selçuklu,Parsana
440,107333-53,                1230000                 ,4,165,11,Karatay,Fetih
441,130520-442,                11000000                 ,8,430,11,Meram,Ayanbey
442,129985-152,                2850000                 ,5,190,0,Ereğli,Fatih
443,135343-93,                1890000                 ,4,170,0,Karatay,Köprübaşı
444,88297-61,                1610000                 ,4,150,0,Ereğli,Atakent
445,132907-145,                1750000                 ,4,165,2,Karatay,Fetih
446,133637-44,                1998000                 ,4,165,0,Meram,Kovanağzı
447,81846-1549,                2600000                 ,4,170,5,Selçuklu,Kılınçarslan
448,134878-13,                4325000                 ,5,205,2,Selçuklu,Yazır
449,135475-8,                1250000                 ,5,185,6,Karatay,Orhangazi
450,133438-47,                1850000                 ,4,180,8,Karatay,Orhangazi
451,129230-21,                1550000                 ,4,170,30,Selçuklu,Nişantaş
452,134113-7,                8500000                 ,9,340,0,Selçuklu,SilleAk
453,128032-143,                5100000                 ,4,600,5,Meram,Harmancık
454,133785-17,                4750000                 ,4,145,10,Meram,Bayat
455,119176-105,                2360000                 ,4,175,10,Selçuklu,Akşemsettin
456,57461-27,                2800000                 ,5,180,2,Selçuklu,Aşağıpınarbaşı
457,67219-785,                1250000                 ,3,120,4,Selçuklu,HüsamettinÇelebi
458,70173-785,                1450000                 ,4,165,0,Ereğli,Toros
459,80269-1162,                2750000                 ,4,160,46,Meram,Konevi
460,63450-252,                5800000                 ,5,220,9,Meram,Lalebahçe
461,128440-30,                800000                 ,2,85,0,Ereğli,Toros
462,133419-2,                10000000                 ,13,550,6,Selçuklu,Erenköy
463,108774-1247,                1750000                 ,5,457,2,Güneysınır,Gürağaç
464,122179-386,                5750000                 ,7,235,0,Meram,Karahüyük
465,132006-29,                2200000                 ,4,200,4,Karatay,Çelebi
466,64166-740,                1290000                 ,4,160,15,Karatay,Fetih
467,129070-60,                1500000                 ,4,165,20,Ereğli,Kazancı
468,124132-248,                1600000                 ,3,105,0,Selçuklu,SilleAk
469,98608-879,                3600000                 ,6,220,0,Ereğli,Yunuslu
470,78825-579,                1150000                 ,4,150,16,Selçuklu,Hocacihan
471,132987-17,                1900000                 ,4,150,25,Meram,Yenişehir
472,119637-298,                2850000                 ,4,160,0,Selçuklu,SelahaddinEyyubi
473,97796-453,                980000                 ,5,210,21,Selçuklu,Nişantaş
474,130547-288,                650000                 ,4,140,31,Meram,Sahibiata
475,124474-80,                850000                 ,2,100,7,Selçuklu,Kosova
476,125683-814,                3900000                 ,4,175,13,Meram,Gödene
477,103244-267,                4850000                 ,5,225,5,Selçuklu,Buhara
478,129170-65,                2000000                 ,8,220,5,Karatay,Gaziosmanpaşa
479,127826-279,                4000000                 ,5,198,2,Selçuklu,SelahaddinEyyubi
480,29281-1962,                8600000                 ,6,210,2,Selçuklu,Kılınçarslan
481,107333-51,                4200000                 ,5,212,4,Selçuklu,Şeker
482,130520-437,                2100000                 ,4,170,5,Selçuklu,Hanaybaşı
483,112382-96,                1925000                 ,4,165,22,Selçuklu,İhsaniye
484,135343-92,                6400000                 ,6,375,0,Meram,Karahüyük
485,89673-1563,                2650000                 ,4,146,0,Selçuklu,MehmetAkif
486,96769-524,                2775000                 ,5,205,11,Selçuklu,Sancak
487,133637-43,                1600000                 ,4,165,0,Karatay,Selimsultan
488,89011-34,                3600000                 ,5,220,0,Selçuklu,Kılınçarslan
489,132907-144,                628888                 ,2,75,25,Meram,Gödene
490,81846-1548,                3250000                 ,5,200,5,Selçuklu,Hacıkaymak
491,130722-33,                970000                 ,3,130,16,Selçuklu,SelahaddinEyyubi
492,128140-122,                1065000                 ,4,165,0,Karatay,Fetih
493,134878-12,                4475000                 ,5,205,2,Selçuklu,Yazır
494,111292-46,                1890000                 ,4,150,0,Karatay,Hamzaoğlu
495,131350-211,                1450000                 ,4,170,9,Karatay,Erenler
496,128032-131,                4000000                 ,15,525,3,Meram,Alakova
497,73671-1117,                2300000                 ,4,165,0,Selçuklu,SelahaddinEyyubi
498,125838-235,                1650000                 ,4,165,0,Karatay,Kumköprü
499,62297-252,                870000                 ,3,100,25,Meram,Alavardı
500,134423-281,                2000000                 ,4,158,0,Karatay,Mengene
501,66538-1501,                1090000                 ,4,130,30,Selçuklu,Işıklar
502,122432-350,                1250000                 ,3,120,20,Selçuklu,Aydınlıkevler
503,70173-917,                1575000                 ,4,165,0,Ereğli,DoğuElagözlü
504,47751-469,                2050000                 ,4,140,0,Selçuklu,Yazır
505,80269-1153,                2550000                 ,4,175,11,Selçuklu,Kosova
506,129985-155,                3500000                 ,4,200,0,Ereğli,Orhaniye
507,129230-22,                5990000                 ,5,200,7,Selçuklu,Selçuk
508,127826-247,                3589000                 ,5,220,0,Selçuklu,Beyhekim
509,88620-247,                4950000                 ,5,240,4,Selçuklu,Hacıkaymak
510,119637-301,                2000000                 ,4,150,0,Selçuklu,SelahaddinEyyubi
511,132760-36,                700000                 ,2,67,0,Ereğli,Toros
512,78825-594,                1300000                 ,3,145,4,Karatay,Hasandedemescit
513,57251-2201,                1950000                 ,4,160,0,Meram,Alpaslan
514,131231-34,                3400000                 ,12,500,20,Meram,Harmancık
515,125683-759,                900000                 ,2,75,8,Selçuklu,Beyhekim
516,115752-307,                2750000                 ,3,120,20,Ereğli,Aydınlar
517,107333-50,                1500000                 ,3,110,31,Selçuklu,Feritpaşa
518,130520-431,                3650000                 ,5,225,5,Selçuklu,Selçuk
519,135343-91,                1150000                 ,3,110,0,Karatay,Karaaslandede
520,57166-482,                1200000                 ,4,140,25,Akşehir,Yeni
521,132907-140,                1450000                 ,4,103,0,Karatay,İstiklal
522,134878-11,                5500000                 ,8,385,0,Selçuklu,Parsana
523,128140-111,                1540000                 ,5,290,20,Selçuklu,Sakarya
524,96769-515,                2250000                 ,4,175,9,Selçuklu,Şeker
525,89011-33,                1750000                 ,4,172,0,Selçuklu,SelahaddinEyyubi
526,132006-2,                7500000                 ,7,270,0,Selçuklu,Buhara
527,128032-73,                4750000                 ,6,851,24,Selçuklu,Erenköy
528,58948-305,                1350000                 ,4,140,0,Ereğli,ZiyaGökalp
529,134611-49,                790000                 ,2,75,0,Ereğli,Toros
530,133420-47,                1550000                 ,4,160,0,Karatay,Hasandedemescit
531,81846-1373,                2495000                 ,4,155,0,Selçuklu,Yazır
532,122780-92,                2200000                 ,4,165,0,Selçuklu,Parsana
533,112034-204,                925000                 ,4,135,28,Selçuklu,Dumlupınar
534,0-40538118,                965000                 ,3,130,20,Selçuklu,Kosova
535,126617-84,                1050000                 ,4,160,16,Selçuklu,Şeker
536,133844-95,                3250000                 ,3,456,13,Ereğli,ZiyaGökalp
537,0-40530478,                1760000                 ,4,167,0,Meram,Uluırmak
538,129604-73,                2250000                 ,7,250,11,Beyşehir,Hacıakif
539,128096-62,                1450000                 ,4,160,1,Kulu,Yeni
540,88738-87,                1075000                 ,5,355,30,Karapınar,Hacıİsa
541,132067-42,                2700000                 ,5,220,5,Ereğli,HacıMustafa
542,102252-28,                1650000                 ,4,170,11,Karatay,Orhangazi
543,129462-195,                2100000                 ,4,165,7,Ereğli,MehmetAkif
544,136304-9,                1                 ,4,160,0,Kulu,Alparslan
545,84875-723,                4850000                 ,5,215,0,Selçuklu,Kılınçarslan
